date,total_sales,dcoilwtico,transactions,day_of_week,year
2017-01-05,1595.0,53.77,84930.0,Thursday,2017
2017-01-06,1278.0,53.98,89963.0,Friday,2017
2017-01-07,1522.0,53.98,102954.0,Saturday,2017
2017-01-08,2659.0,53.98,96784.0,Sunday,2017
2017-01-09,1245.0,51.95,82111.0,Monday,2017
2017-01-10,1343.0,50.82,79932.0,Tuesday,2017
2017-01-11,1356.0,52.19,80692.0,Wednesday,2017
2017-01-12,1118.0,53.01,75691.0,Thursday,2017
2017-01-13,1334.0,52.36,84068.0,Friday,2017
2017-01-14,1752.0,52.36,99921.0,Saturday,2017
2017-01-15,1822.0,52.36,97107.0,Sunday,2017
2017-01-16,1372.0,52.36,84038.0,Monday,2017
2017-01-17,1547.0,52.45,80093.0,Tuesday,2017
2017-01-18,1392.0,51.12,80984.0,Wednesday,2017
2017-01-19,1004.0,51.39,74388.0,Thursday,2017
2017-01-20,1594.0,52.33,78949.0,Friday,2017
2017-01-21,1482.0,52.33,101813.0,Saturday,2017
2017-01-22,1610.0,52.33,96999.0,Sunday,2017
2017-01-23,1464.0,52.77,83426.0,Monday,2017
2017-01-24,1124.0,52.38,79149.0,Tuesday,2017
2017-01-25,1100.0,52.14,79315.0,Wednesday,2017
2017-01-26,885.0,53.24,72551.0,Thursday,2017
2017-01-27,1064.534,53.18,82681.0,Friday,2017
2017-01-28,1538.0,53.18,97396.0,Saturday,2017
2017-01-29,1556.0,53.18,91697.0,Sunday,2017
2017-01-30,1215.0,52.63,75086.0,Monday,2017
2017-01-31,1396.0,52.75,82058.0,Tuesday,2017
2017-02-01,2043.0,53.9,87964.0,Wednesday,2017
2017-02-02,1506.0,53.55,83067.0,Thursday,2017
2017-02-03,1444.0,53.81,88575.0,Friday,2017
2017-02-04,1777.0,53.81,105312.0,Saturday,2017
2017-02-05,2130.0,53.81,97630.0,Sunday,2017
2017-02-06,1561.0,53.01,84557.0,Monday,2017
2017-02-07,1535.0,52.19,83402.0,Tuesday,2017
2017-02-08,1186.0,52.37,83891.0,Wednesday,2017
2017-02-09,872.6469999999999,52.99,77382.0,Thursday,2017
2017-02-10,1313.0,53.84,86359.0,Friday,2017
2017-02-11,1638.0,53.84,97213.0,Saturday,2017
2017-02-12,1811.0,53.84,93429.0,Sunday,2017
2017-02-13,1359.0,52.96,93688.0,Monday,2017
2017-02-14,1119.0,53.21,99371.0,Tuesday,2017
2017-02-15,1161.0,53.11,80501.0,Wednesday,2017
2017-02-16,1083.0,53.41,77887.0,Thursday,2017
2017-02-17,1271.617,53.41,84398.0,Friday,2017
2017-02-18,1618.0,53.41,101410.0,Saturday,2017
2017-02-19,1507.0,53.41,81949.0,Sunday,2017
2017-02-20,1499.0,53.41,79470.0,Monday,2017
2017-02-21,1549.0,54.02,79807.0,Tuesday,2017
2017-02-22,1025.0,53.61,79788.0,Wednesday,2017
2017-02-23,1170.0,54.48,82795.0,Thursday,2017
2017-02-24,1643.0,53.99,89170.0,Friday,2017
2017-02-25,1885.0,53.99,101255.0,Saturday,2017
2017-02-26,1987.0,53.99,80860.0,Sunday,2017
2017-02-27,1349.0,54.04,79336.0,Monday,2017
2017-02-28,1418.0,54.0,87904.0,Tuesday,2017
2017-03-01,1863.0,53.82,89799.0,Wednesday,2017
2017-03-02,1241.0,52.63,86294.0,Thursday,2017
2017-03-03,1273.0,53.33,89211.0,Friday,2017
2017-03-04,1519.0,53.33,103055.0,Saturday,2017
2017-03-05,1772.0,53.33,97988.0,Sunday,2017
2017-03-06,1391.0,53.19,82584.0,Monday,2017
2017-03-07,1094.0,52.68,82315.0,Tuesday,2017
2017-03-08,1128.0,49.83,86740.0,Wednesday,2017
2017-03-09,1078.0,48.75,76926.0,Thursday,2017
2017-03-10,1690.0,48.05,84691.0,Friday,2017
2017-03-11,1722.0,48.05,97521.0,Saturday,2017
2017-03-12,2008.0,48.05,95842.0,Sunday,2017
2017-03-13,1386.0,47.95,79887.0,Monday,2017
2017-03-14,1296.0,47.24,78200.0,Tuesday,2017
2017-03-15,1309.0,48.34,84574.0,Wednesday,2017
2017-03-16,1454.0,48.3,79030.0,Thursday,2017
2017-03-17,1597.0,48.34,87303.0,Friday,2017
2017-03-18,1785.0,48.34,99094.0,Saturday,2017
2017-03-19,1732.0,48.34,96738.0,Sunday,2017
2017-03-20,1544.0,47.79,85005.0,Monday,2017
2017-03-21,1600.0,47.02,81716.0,Tuesday,2017
2017-03-22,1180.0,47.29,80140.0,Wednesday,2017
2017-03-23,1210.0,47.0,77989.0,Thursday,2017
2017-03-24,1391.0,47.3,83314.0,Friday,2017
2017-03-25,1955.0,47.3,99235.0,Saturday,2017
2017-03-26,1648.97,47.3,92660.0,Sunday,2017
2017-03-27,1285.0,47.02,80872.0,Monday,2017
2017-03-28,1219.654,48.36,77666.0,Tuesday,2017
2017-03-29,1902.0,49.47,81918.0,Wednesday,2017
2017-03-30,1130.0,50.3,75304.0,Thursday,2017
2017-03-31,1493.0,50.54,87034.0,Friday,2017
2017-04-01,2269.0,50.54,113083.0,Saturday,2017
2017-04-02,1793.0,50.54,94696.0,Sunday,2017
2017-04-03,1579.0,50.25,81294.0,Monday,2017
2017-04-04,1757.0,50.99,84872.0,Tuesday,2017
2017-04-05,1529.0,51.14,85255.0,Wednesday,2017
2017-04-06,1564.0,51.69,80775.0,Thursday,2017
2017-04-07,1338.0,52.25,85781.0,Friday,2017
2017-04-08,1331.0,52.25,98033.0,Saturday,2017
2017-04-09,1613.0,52.25,94617.0,Sunday,2017
2017-04-10,1393.0,53.06,81868.0,Monday,2017
2017-04-11,1510.0,53.38,84105.0,Tuesday,2017
2017-04-12,1463.0,53.12,84052.0,Wednesday,2017
2017-04-13,1348.0,53.19,90752.0,Thursday,2017
2017-04-14,1670.195,53.19,86517.0,Friday,2017
2017-04-15,1599.0,53.19,97165.0,Saturday,2017
2017-04-16,1411.0,53.19,90664.0,Sunday,2017
2017-04-17,1583.0,52.62,83043.0,Monday,2017
2017-04-18,1674.789,52.46,80334.0,Tuesday,2017
2017-04-19,1147.0,50.49,78999.0,Wednesday,2017
2017-04-20,1121.0,50.26,82905.0,Thursday,2017
2017-04-21,1906.0,49.64,90055.0,Friday,2017
2017-04-22,1486.0,49.64,101125.0,Saturday,2017
2017-04-23,2108.0,49.64,101186.0,Sunday,2017
2017-04-24,1518.0,48.9,81901.0,Monday,2017
2017-04-25,1669.0,49.22,82193.0,Tuesday,2017
2017-04-26,1649.0,49.22,84709.0,Wednesday,2017
2017-04-27,1022.0,48.96,78971.0,Thursday,2017
2017-04-28,1304.0,49.31,87474.0,Friday,2017
2017-04-29,2051.0,49.31,104870.0,Saturday,2017
2017-04-30,1638.0,49.31,96514.0,Sunday,2017
2017-05-01,2128.0,48.83,106440.0,Monday,2017
2017-05-02,1715.0,47.65,88668.0,Tuesday,2017
2017-05-03,2327.0,47.79,89713.0,Wednesday,2017
2017-05-04,1069.0,45.55,81957.0,Thursday,2017
2017-05-05,1239.0,46.23,85333.0,Friday,2017
2017-05-06,1891.0,46.23,104203.0,Saturday,2017
2017-05-07,3125.0,46.23,103210.0,Sunday,2017
2017-05-08,1622.0,46.46,84221.0,Monday,2017
2017-05-09,1818.0,45.84,82345.0,Tuesday,2017
2017-05-10,1092.0,47.28,83637.0,Wednesday,2017
2017-05-11,1007.0,47.81,81476.0,Thursday,2017
2017-05-12,1504.0,47.83,91482.0,Friday,2017
2017-05-13,1725.0,47.83,121889.0,Saturday,2017
2017-05-14,2031.0,47.83,101257.0,Sunday,2017
2017-05-15,1406.0,48.86,83716.0,Monday,2017
2017-05-16,1421.0,48.64,85528.0,Tuesday,2017
2017-05-17,1685.0,49.04,85560.0,Wednesday,2017
2017-05-18,948.0,49.36,77561.0,Thursday,2017
2017-05-19,1418.0,50.32,86286.0,Friday,2017
2017-05-20,1787.0,50.32,101709.0,Saturday,2017
2017-05-21,2335.0,50.32,101626.0,Sunday,2017
2017-05-22,1319.0,50.81,84049.0,Monday,2017
2017-05-23,1179.0,51.12,82008.0,Tuesday,2017
2017-05-24,1083.0,50.99,81879.0,Wednesday,2017
2017-05-25,900.0,48.57,78501.0,Thursday,2017
2017-05-26,5551.0,49.58,96455.0,Friday,2017
2017-05-27,1515.0,49.58,96509.0,Saturday,2017
2017-05-28,1379.0,49.58,94970.0,Sunday,2017
2017-05-29,2379.0,49.58,83121.0,Monday,2017
2017-05-30,1270.0,49.63,83210.0,Tuesday,2017
2017-05-31,1523.0,48.29,93365.0,Wednesday,2017
2017-06-01,1465.0,48.32,90171.0,Thursday,2017
2017-06-02,1255.0,47.68,91840.0,Friday,2017
2017-06-03,2171.648,47.68,106965.0,Saturday,2017
2017-06-04,1969.0,47.68,106972.0,Sunday,2017
2017-06-05,1536.0,47.4,88273.0,Monday,2017
2017-06-06,1115.0,48.13,84447.0,Tuesday,2017
2017-06-07,1232.438,45.8,85758.0,Wednesday,2017
2017-06-08,974.0,45.68,78500.0,Thursday,2017
2017-06-09,1594.0,45.82,87431.0,Friday,2017
2017-06-10,1364.0,45.82,99716.0,Saturday,2017
2017-06-11,2165.0,45.82,100856.0,Sunday,2017
2017-06-12,1340.0,46.1,81080.0,Monday,2017
2017-06-13,1293.0,46.41,81063.0,Tuesday,2017
2017-06-14,1232.0,44.79,82752.0,Wednesday,2017
2017-06-15,1144.0,44.47,81831.0,Thursday,2017
2017-06-16,1444.0,44.73,92852.0,Friday,2017
2017-06-17,1610.0,44.73,114201.0,Saturday,2017
2017-06-18,1987.0,44.73,99193.0,Sunday,2017
2017-06-19,1494.0,44.24,82891.0,Monday,2017
2017-06-20,1571.0,43.34,83508.0,Tuesday,2017
2017-06-21,1288.0,42.48,82929.0,Wednesday,2017
2017-06-22,1140.0,42.53,77639.0,Thursday,2017
2017-06-23,1294.0,42.86,86346.0,Friday,2017
2017-06-24,2493.0,42.86,99057.0,Saturday,2017
2017-06-25,2000.0,42.86,95082.0,Sunday,2017
2017-06-26,1167.0,43.24,81443.0,Monday,2017
2017-06-27,1169.188,44.25,79226.0,Tuesday,2017
2017-06-28,1155.0,44.74,80551.0,Wednesday,2017
2017-06-29,1158.0,44.88,77922.0,Thursday,2017
2017-06-30,1568.0,46.02,88368.0,Friday,2017
2017-07-01,2250.086,46.02,108993.0,Saturday,2017
2017-07-02,2550.0,46.02,104392.0,Sunday,2017
2017-07-03,1638.0,46.02,90976.0,Monday,2017
2017-07-04,1442.273,46.02,89109.0,Tuesday,2017
2017-07-05,1216.0,45.11,89085.0,Wednesday,2017
2017-07-06,1427.0,45.52,82927.0,Thursday,2017
2017-07-07,988.0,44.25,89467.0,Friday,2017
2017-07-08,1601.0,44.25,101349.0,Saturday,2017
2017-07-09,1861.0,44.25,97757.0,Sunday,2017
2017-07-10,4893.0,44.4,85547.0,Monday,2017
2017-07-11,1455.0,45.06,83071.0,Tuesday,2017
2017-07-12,1251.328,45.48,84155.0,Wednesday,2017
2017-07-13,997.0,46.06,78720.0,Thursday,2017
2017-07-14,1626.0,46.53,87671.0,Friday,2017
2017-07-15,1540.0,46.53,100293.0,Saturday,2017
2017-07-16,2181.0,46.53,96119.0,Sunday,2017
2017-07-17,1271.0,46.02,85477.0,Monday,2017
2017-07-18,1360.0,46.4,82267.0,Tuesday,2017
2017-07-19,916.0,47.1,83265.0,Wednesday,2017
2017-07-20,1200.0,46.73,82423.0,Thursday,2017
2017-07-21,1202.0,45.78,88613.0,Friday,2017
2017-07-22,1363.0,45.78,97358.0,Saturday,2017
2017-07-23,1901.0,45.78,94170.0,Sunday,2017
2017-07-24,1990.0,46.21,85120.0,Monday,2017
2017-07-25,1459.0,47.77,81930.0,Tuesday,2017
2017-07-26,1121.0,48.58,82113.0,Wednesday,2017
2017-07-27,1183.0,49.05,78743.0,Thursday,2017
2017-07-28,1461.0,49.72,89197.0,Friday,2017
2017-07-29,1975.0,49.72,100227.0,Saturday,2017
2017-07-30,1796.445,49.72,94899.0,Sunday,2017
2017-07-31,1649.0,50.21,88593.0,Monday,2017
2017-08-01,1566.0,49.19,92083.0,Tuesday,2017
2017-08-02,1642.0,49.6,93023.0,Wednesday,2017
2017-08-03,1564.273,49.03,85521.0,Thursday,2017
2017-08-04,1219.0,49.57,91305.0,Friday,2017
2017-08-05,1481.0,49.57,101108.0,Saturday,2017
2017-08-06,1989.0,49.57,96162.0,Sunday,2017
2017-08-07,1217.0,49.37,87072.0,Monday,2017
2017-08-08,1165.0,49.07,83422.0,Tuesday,2017
2017-08-09,1194.0,49.59,85452.0,Wednesday,2017
2017-08-10,1272.0,48.54,83064.0,Thursday,2017
2017-08-11,1458.0,48.81,89551.0,Friday,2017
2017-08-12,2821.0,48.81,89927.0,Saturday,2017
2017-08-13,1484.0,48.81,85993.0,Sunday,2017
2017-08-14,1516.0,47.59,85448.0,Monday,2017
2017-08-15,2123.0,47.57,86561.0,Tuesday,2017
